customer_id,current_logins,current_feature_usage,current_session_mins,current_api_calls,current_support_tickets,login_trend_3w,feature_trend_3w,session_trend_3w,api_trend_3w,avg_logins_4w,avg_session_4w,avg_api_4w,total_tickets_4w,login_volatility,session_volatility,total_weeks,plan,industry,monthly_revenue,nps_score,feature_adoption_rate,churned,plan_encoded,industry_encoded,churn_probability,risk_level
CUST10929,5,3,29,68,0,-0.333,-0.333,-2.333,-4.667,4.75,26.0,80.5,1,0.957,9.626,26,growth,healthtech,2999,1,0.19,True,1,3,0.9308813,High
CUST10930,4,3,35,74,1,-1.0,-0.333,4.0,-11.0,6.0,25.5,105.0,2,1.826,6.807,30,starter,fintech,999,5,0.86,False,3,2,0.019702451,Low
CUST10931,3,8,12,146,0,-1.0,-1.0,-5.0,23.0,4.75,20.75,101.0,1,1.5,7.089,29,pro,fintech,7999,8,0.53,False,2,2,0.0016754725,Low
CUST10932,5,6,24,42,0,0.667,1.0,5.667,-18.333,5.75,19.25,86.25,1,2.217,8.808,40,starter,fintech,999,1,0.91,False,3,2,0.009033631,Low
CUST10933,7,8,35,147,0,0.0,1.667,3.667,6.0,6.25,20.25,130.75,0,0.957,11.615,27,growth,healthtech,2999,9,0.23,False,1,3,0.00035439734,Low
CUST10934,6,3,36,93,0,0.0,-1.333,8.667,9.333,5.5,24.5,71.25,0,0.577,10.786,30,growth,fintech,2999,3,0.63,False,1,2,0.0070579485,Low
CUST10935,4,3,25,56,1,-0.667,-2.667,-0.667,-4.333,5.25,23.25,60.75,3,0.957,6.946,25,pro,fintech,7999,5,0.21,True,2,2,0.98157525,High
CUST10936,5,6,16,110,0,-0.333,1.333,-5.333,13.333,4.5,26.5,106.75,0,1.291,9.147,40,growth,fintech,2999,3,0.92,False,1,2,0.00047163968,Low
CUST10937,4,1,3,43,0,-0.667,0.333,-8.0,-11.333,3.75,16.5,72.25,0,2.062,10.755,9,starter,healthtech,999,3,0.92,True,3,3,0.9963832,High
CUST10938,4,4,28,80,0,0.333,1.333,0.333,-6.0,5.0,24.25,111.75,0,2.708,6.185,40,starter,ecommerce,999,3,0.58,False,3,0,0.0034389128,Low
CUST10939,4,4,31,58,0,-1.0,0.0,-1.667,-19.0,6.25,25.25,90.25,0,1.708,10.046,10,growth,healthtech,2999,3,0.95,False,1,3,0.06688364,Low
CUST10940,3,7,13,104,0,-0.667,-1.0,-2.0,0.0,4.5,25.25,94.75,0,1.291,12.176,18,pro,logistics,7999,4,0.71,True,2,4,0.07424099,Low
CUST10941,3,3,31,102,1,-1.0,-1.0,2.0,-4.667,4.5,25.25,78.75,1,1.291,9.465,38,growth,edtech,2999,4,0.15,False,1,1,0.21677464,Low
CUST10942,1,12,14,59,0,-1.333,-0.333,1.0,1.333,2.5,18.75,69.75,0,1.915,12.894,52,enterprise,fintech,19999,2,0.37,True,0,2,0.99715996,High
CUST10943,4,5,11,72,0,-0.667,0.0,-4.667,-6.0,4.25,16.25,76.0,0,1.258,6.702,28,growth,ecommerce,2999,9,0.14,True,1,0,0.95283914,High
CUST10944,3,2,18,80,1,-0.333,-0.333,1.0,-19.333,4.25,20.25,94.5,1,1.258,7.932,23,starter,saas,999,5,0.36,False,3,5,0.9734693,High
CUST10945,5,7,40,143,0,0.0,0.667,8.333,7.333,4.0,27.0,110.5,0,1.414,10.863,21,growth,fintech,2999,8,0.95,False,1,2,0.00026216308,Low
CUST10946,2,1,12,72,0,-0.667,0.333,-5.0,-4.667,2.5,19.5,78.5,2,1.291,6.455,31,starter,ecommerce,999,1,0.95,True,3,0,0.9986721,High
CUST10947,3,5,24,60,0,-0.667,1.0,-3.0,17.0,3.25,28.0,66.75,1,1.708,6.481,44,growth,healthtech,2999,3,0.96,True,1,3,0.9747618,High
CUST10948,4,1,35,65,0,-0.667,0.0,9.0,-16.333,5.0,28.25,84.5,1,0.816,18.786,51,starter,logistics,999,8,0.36,False,3,4,0.10188486,Low
CUST10949,3,4,22,63,1,-1.333,0.333,-1.0,-19.333,5.75,21.5,94.75,1,1.893,9.747,26,growth,logistics,2999,9,0.3,False,1,4,0.048173722,Low
CUST10950,4,3,26,15,0,0.667,-0.333,0.333,-22.0,3.0,28.5,85.0,0,0.816,5.066,4,growth,ecommerce,2999,1,0.48,False,1,0,0.8157046,High
CUST10951,8,13,36,131,0,1.333,0.0,4.333,8.667,5.5,26.25,113.25,0,1.732,9.811,38,enterprise,ecommerce,19999,1,0.59,False,0,0,0.0002892367,Low
CUST10952,3,0,25,68,0,-0.333,-0.667,-5.0,-5.667,5.0,30.75,86.0,0,1.826,6.5,16,starter,logistics,999,1,0.43,True,3,4,0.94233775,High
CUST10953,5,1,37,152,0,0.0,-0.667,6.667,15.333,5.25,22.25,115.5,0,0.5,10.046,45,starter,healthtech,999,1,0.74,False,3,3,9.323195e-05,Low
CUST10954,9,13,32,96,0,1.667,-0.667,2.333,-5.333,4.75,25.25,85.5,0,2.986,6.238,10,enterprise,edtech,19999,9,0.45,False,0,1,0.042664688,Low
CUST10955,3,5,27,76,0,-1.333,0.0,0.667,-11.0,4.5,16.75,108.25,1,1.732,10.905,37,growth,edtech,2999,1,0.52,True,1,1,0.89510983,High
CUST10956,7,6,26,87,0,1.0,-1.0,2.667,-8.0,5.5,16.5,86.5,0,1.732,8.226,19,pro,edtech,7999,6,0.75,False,2,1,0.021938767,Low
CUST10957,5,4,6,51,1,0.333,0.0,-11.0,-8.333,5.5,19.0,86.75,1,1.732,14.765,50,growth,ecommerce,2999,5,0.79,False,1,0,0.22358298,Low
CUST10958,5,11,24,109,1,-1.0,0.0,0.0,1.667,5.75,28.5,110.0,1,1.708,6.137,42,pro,logistics,7999,3,0.42,False,2,4,0.004094075,Low
CUST10959,5,8,29,111,0,1.0,0.0,2.0,-2.667,3.5,24.5,103.5,0,1.291,6.455,28,pro,logistics,7999,6,0.69,False,2,4,0.029928558,Low
CUST10960,4,10,27,72,0,-1.0,1.0,-1.0,-14.0,5.25,28.5,105.25,0,1.5,3.109,36,pro,logistics,7999,10,0.7,False,2,4,0.0006687925,Low
CUST10961,6,0,16,190,0,1.0,0.0,-4.667,45.667,5.5,28.5,114.0,2,1.732,8.888,42,starter,ecommerce,999,7,0.51,False,3,0,0.0032999464,Low
CUST10962,6,4,22,92,0,0.0,-1.333,-2.667,9.333,5.0,19.5,73.75,0,1.414,11.561,14,growth,logistics,2999,4,0.25,True,1,4,0.8430922,High
CUST10963,4,4,13,73,0,-0.333,-1.667,1.0,-19.0,3.75,15.25,92.5,1,1.258,5.56,49,growth,healthtech,2999,5,0.76,True,1,3,0.9933909,High
CUST10964,5,1,38,95,0,1.0,-0.333,6.0,-5.0,4.5,31.25,101.5,0,2.082,9.43,35,starter,logistics,999,8,0.46,False,3,4,0.0065435255,Low
CUST10965,4,3,25,173,0,-0.667,-0.333,-1.333,36.333,5.0,22.25,98.0,0,1.155,6.397,23,growth,ecommerce,2999,6,0.96,False,1,0,0.0022399216,Low
CUST10966,5,2,30,86,0,0.333,0.333,-1.667,0.667,3.75,25.25,78.75,1,1.893,8.77,9,starter,ecommerce,999,4,0.84,False,3,0,0.9746071,High
CUST10967,3,6,20,150,0,-0.667,2.0,-1.333,37.0,4.75,25.75,84.75,1,1.258,5.909,39,starter,ecommerce,999,2,0.82,False,3,0,0.0018525964,Low
CUST10968,3,15,10,56,1,-0.333,0.667,-6.333,-14.333,3.25,16.0,59.25,3,0.957,8.756,21,enterprise,healthtech,19999,2,0.32,True,0,3,0.9951775,High
CUST10969,7,15,25,70,0,0.667,-0.333,4.667,5.333,5.5,19.25,69.25,0,1.291,5.909,25,enterprise,healthtech,19999,10,0.72,False,0,3,0.0071803275,Low
CUST10970,4,10,21,55,0,-0.333,-0.667,-4.667,-30.667,4.0,23.0,94.25,0,1.414,8.165,33,pro,fintech,7999,6,0.37,True,2,2,0.9180694,High
CUST10971,6,4,18,97,0,-0.333,1.0,1.333,-1.667,5.5,21.25,94.0,0,1.732,6.898,7,growth,ecommerce,2999,6,0.91,False,1,0,0.09536162,Low
CUST10972,2,0,4,51,1,-1.667,-0.333,-4.333,-8.667,4.25,16.0,72.25,3,2.062,8.756,41,starter,healthtech,999,6,0.66,True,3,3,0.9997656,High
CUST10973,4,1,20,113,0,-1.0,0.333,-4.333,3.333,5.5,23.0,98.25,1,1.732,7.257,52,starter,fintech,999,9,0.73,False,3,2,0.12834057,Low
CUST10974,6,4,39,115,0,0.667,0.0,0.667,-26.667,5.5,31.75,114.0,1,1.291,7.274,18,growth,edtech,2999,3,0.3,False,1,1,0.0025945518,Low
CUST10975,5,1,25,60,1,0.333,-0.333,1.333,-12.333,5.0,27.5,89.0,1,0.816,5.686,33,starter,edtech,999,4,0.26,False,3,1,0.42307776,Medium
CUST10976,3,7,12,56,0,0.0,0.333,-2.333,-10.333,3.5,16.5,71.25,0,1.732,8.347,35,pro,logistics,7999,9,0.42,True,2,4,0.99906033,High
CUST10977,3,11,31,167,1,-0.667,-0.333,1.0,10.667,4.0,22.75,131.75,1,1.155,9.743,5,pro,fintech,7999,6,0.8,False,2,2,0.007915821,Low
CUST10978,5,5,26,109,0,-0.667,1.0,2.0,10.667,4.75,21.25,87.25,0,1.708,3.403,5,starter,logistics,999,3,0.62,False,3,4,0.13059893,Low
CUST10979,3,3,30,143,0,-1.0,0.0,6.667,25.667,4.25,16.0,112.0,0,1.5,9.933,4,starter,ecommerce,999,1,0.28,False,3,0,0.005054029,Low
CUST10980,4,7,29,103,0,0.0,0.333,1.333,26.667,4.5,24.25,94.0,1,0.577,5.737,48,growth,edtech,2999,3,0.76,False,1,1,0.0016073779,Low
CUST10981,4,2,20,63,1,-1.0,-0.333,-5.667,1.0,5.0,27.75,86.0,1,1.414,9.57,12,starter,healthtech,999,5,0.16,True,3,3,0.86006695,High
CUST10982,6,12,27,144,0,-0.667,1.333,-0.667,43.667,5.75,26.25,86.75,1,1.708,2.217,44,pro,fintech,7999,6,0.38,False,2,2,0.00013226477,Low
CUST10983,7,1,45,121,0,0.333,-1.0,8.333,24.0,5.5,30.75,95.75,0,1.291,11.5,8,growth,logistics,2999,2,0.41,False,1,4,0.00017156107,Low
CUST10984,5,17,29,50,0,1.333,0.0,0.0,-21.333,4.5,28.75,91.0,0,2.517,2.872,41,enterprise,logistics,19999,2,0.2,False,0,4,0.017037194,Low
CUST10985,5,5,30,96,0,0.333,-0.333,2.667,-8.0,4.25,23.5,112.0,0,1.708,6.557,21,growth,saas,2999,5,0.72,False,1,5,0.006122813,Low
CUST10986,3,17,9,94,0,-0.667,1.333,-5.0,13.667,4.25,17.25,78.25,1,0.957,7.411,46,enterprise,ecommerce,19999,6,0.59,False,0,0,0.075750045,Low
CUST10987,5,0,24,82,0,1.0,0.0,-0.333,-1.0,4.25,28.75,75.25,0,1.708,7.544,40,starter,ecommerce,999,7,0.8,True,3,0,0.8648793,High
CUST10988,7,5,23,95,0,0.333,-0.333,3.0,-30.667,6.5,27.25,113.25,2,0.577,10.782,26,growth,healthtech,2999,8,0.52,False,1,3,0.0064895116,Low
CUST10989,5,4,5,102,0,0.0,0.333,-5.333,5.0,4.75,11.5,96.25,0,0.5,8.851,35,growth,edtech,2999,7,0.19,True,1,1,0.9077889,High
CUST10990,6,5,30,111,1,1.0,0.0,2.667,1.667,5.5,25.25,114.5,1,2.646,3.594,36,growth,ecommerce,2999,1,0.21,False,1,0,0.0023447135,Low
CUST10991,4,3,18,156,0,-0.667,0.0,-6.333,22.667,3.75,24.0,125.75,0,2.062,8.756,23,starter,fintech,999,4,0.26,False,3,2,0.002693681,Low
CUST10992,4,8,16,65,1,-0.333,-1.0,-1.333,-1.667,3.5,18.25,76.75,2,1.291,1.708,14,pro,ecommerce,7999,7,0.43,True,2,0,0.99555236,High
CUST10993,1,0,30,85,0,-0.333,0.0,-0.667,-1.0,2.25,23.75,59.0,0,0.957,9.535,50,starter,fintech,999,5,0.88,True,3,2,0.99793315,High
CUST10994,2,9,1,12,1,-0.667,0.333,-3.667,-27.333,3.25,12.5,70.75,1,0.957,10.279,36,pro,healthtech,7999,3,0.42,True,2,3,0.99883825,High
CUST10995,6,3,12,124,0,1.333,-0.333,-9.333,18.667,5.0,24.5,99.25,0,2.0,12.897,49,growth,healthtech,2999,6,0.89,False,1,3,0.0055044508,Low
CUST10996,6,7,22,112,0,0.0,0.667,1.0,-1.0,5.5,25.5,116.25,0,0.577,6.245,29,pro,healthtech,7999,5,0.97,False,2,3,0.00013243628,Low
CUST10997,3,0,14,51,0,-0.667,-0.667,-1.333,-20.333,4.25,21.25,89.75,0,0.957,7.274,43,starter,ecommerce,999,9,0.52,True,3,0,0.97072697,High
CUST10998,4,7,17,140,0,-0.667,0.667,-9.0,14.667,4.75,24.75,108.0,1,0.957,14.08,20,growth,ecommerce,2999,1,0.29,False,1,0,0.0031825441,Low
CUST10999,6,4,27,109,0,0.0,-1.0,0.667,4.0,5.25,25.75,99.75,1,0.957,2.986,26,growth,healthtech,2999,6,0.72,False,1,3,0.0032196413,Low
CUST11000,5,17,14,116,1,0.0,1.0,-0.667,20.0,4.75,19.0,104.5,1,0.5,6.782,14,enterprise,edtech,19999,2,0.11,False,0,1,0.0048636612,Low
CUST11001,7,7,5,81,0,0.333,0.0,-4.333,-9.0,6.25,13.75,86.0,0,0.957,7.182,26,pro,healthtech,7999,8,0.48,False,2,3,0.10350849,Low
CUST11002,7,10,34,92,0,0.667,1.0,7.333,6.333,5.0,23.75,105.0,0,1.414,10.079,17,pro,edtech,7999,2,0.6,False,2,1,0.0007301738,Low
CUST11003,5,11,26,88,0,0.667,1.0,-2.667,10.667,3.25,28.5,87.0,0,1.258,3.697,43,pro,saas,7999,5,0.95,False,2,5,0.0061165486,Low
CUST11004,5,1,35,125,0,-0.667,0.333,6.333,8.667,5.75,21.0,116.5,0,0.957,10.033,50,starter,logistics,999,9,0.87,False,3,4,0.0009149204,Low
CUST11005,4,3,16,110,0,-0.667,0.0,-6.0,21.333,4.75,26.25,86.75,1,0.957,7.5,45,growth,healthtech,2999,10,0.58,True,1,3,0.20850705,Low
CUST11006,3,4,30,37,0,-1.333,0.333,0.0,-12.0,4.75,21.75,79.25,1,1.708,9.743,45,starter,logistics,999,4,0.6,True,3,4,0.86857116,High
CUST11007,5,13,16,140,0,0.0,-1.0,-6.667,14.333,4.0,27.75,104.75,1,1.155,11.442,43,enterprise,logistics,19999,4,0.73,False,0,4,0.0011950231,Low
CUST11008,6,0,27,99,0,1.0,0.0,-0.667,-7.667,4.25,21.25,114.5,0,2.062,8.098,20,starter,ecommerce,999,4,0.52,False,3,0,0.021303855,Low
CUST11009,5,5,30,94,0,-1.0,-0.333,1.0,20.0,5.5,32.5,71.75,0,2.646,8.426,19,growth,logistics,2999,5,0.74,False,1,4,0.012633827,Low
CUST11010,4,2,26,160,1,-0.333,-1.0,-1.667,19.0,4.5,27.75,100.75,2,0.577,3.948,16,growth,fintech,2999,1,0.65,False,1,2,0.0074108634,Low
CUST11011,3,12,25,83,0,0.333,0.333,-2.667,-4.667,2.5,21.5,100.0,0,2.082,10.116,25,enterprise,edtech,19999,10,0.71,True,0,1,0.9569564,High
CUST11012,3,3,21,52,0,0.333,-1.667,-1.0,-9.667,3.0,26.0,69.75,0,0.816,6.164,10,pro,saas,7999,7,0.27,True,2,5,0.9922551,High
CUST11013,4,3,26,127,0,-0.667,0.333,2.0,3.0,5.5,28.75,114.75,0,1.291,9.359,48,starter,logistics,999,9,0.38,False,3,4,0.0007045889,Low
CUST11014,4,9,27,68,0,0.333,0.333,-4.333,-14.667,3.25,28.75,81.75,1,0.5,8.016,28,pro,edtech,7999,1,0.28,True,2,1,0.84584224,High
CUST11015,7,4,41,117,0,1.333,-0.667,7.333,7.667,4.25,27.5,94.5,0,2.217,13.026,20,growth,ecommerce,2999,2,0.18,False,1,0,0.0033336938,Low
CUST11016,3,5,32,99,0,-1.0,0.333,5.333,24.333,4.25,25.5,58.25,0,1.5,6.807,52,growth,fintech,2999,3,0.83,True,1,2,0.215205,Low
CUST11017,2,10,15,102,0,-1.0,-0.667,-5.0,12.0,4.25,23.75,97.75,0,1.708,6.752,41,pro,edtech,7999,4,0.45,False,2,1,0.057538465,Low
CUST11018,3,9,34,120,0,0.0,0.0,3.333,0.0,3.25,29.75,122.5,1,0.5,4.193,40,pro,fintech,7999,4,0.9,False,2,2,0.0004330804,Low
CUST11019,5,4,23,94,0,0.0,0.333,-2.667,9.0,4.5,25.75,80.75,0,0.577,3.594,35,starter,logistics,999,7,0.41,False,3,4,0.055155583,Low
CUST11020,4,0,0,89,0,0.333,-0.333,-3.0,-1.0,3.75,19.25,86.75,0,0.957,17.896,45,starter,saas,999,9,0.36,True,3,5,0.97015655,High
CUST11021,5,0,27,139,0,0.333,-0.333,3.0,8.333,5.0,21.5,108.75,1,1.414,7.937,52,starter,edtech,999,9,0.4,False,3,1,0.014846316,Low
CUST11022,5,0,27,183,0,0.0,0.0,5.0,38.333,5.5,22.5,120.75,0,0.577,7.326,43,starter,logistics,999,9,0.86,False,3,4,0.00016245285,Low
CUST11023,1,0,14,91,0,-0.667,0.0,-3.667,3.667,3.0,22.75,83.0,1,1.414,6.076,12,starter,saas,999,5,0.98,True,3,5,0.9973226,High
CUST11024,4,10,19,54,0,-0.333,1.333,-0.333,-24.0,5.0,21.25,85.25,0,0.816,2.062,15,pro,logistics,7999,9,0.47,False,2,4,0.035216402,Low
CUST11025,6,4,14,121,1,0.0,0.333,-3.333,13.333,5.5,19.75,93.5,1,0.577,8.808,46,growth,logistics,2999,9,0.56,False,1,4,0.012644508,Low
CUST11026,6,16,35,67,1,-0.333,-0.667,5.0,0.667,6.0,26.5,73.0,1,0.816,6.245,47,enterprise,logistics,19999,2,0.41,False,0,4,0.015271738,Low
CUST11027,3,0,12,57,0,-0.667,0.0,-2.333,-11.0,3.25,18.0,77.75,0,1.258,5.477,52,starter,fintech,999,8,0.19,True,3,2,0.99610883,High
CUST11028,4,3,4,83,1,-0.333,0.667,-4.667,0.667,4.75,17.0,76.25,1,0.957,9.309,13,starter,healthtech,999,7,0.61,True,3,3,0.99716383,High
CUST11029,5,9,24,50,0,0.667,-1.0,-0.667,-23.667,4.75,27.0,96.75,0,1.708,6.218,15,pro,logistics,7999,9,0.7,False,2,4,0.014405195,Low
CUST11030,7,8,26,77,0,0.667,1.333,-2.333,-16.0,5.5,20.5,116.75,1,1.291,13.772,23,pro,edtech,7999,9,0.9,False,2,1,0.0014162678,Low
CUST11031,5,4,29,68,0,-0.667,-0.333,2.333,-9.333,5.5,27.75,76.25,1,1.291,7.588,19,starter,saas,999,6,0.38,False,3,5,0.19600525,Low
CUST11032,6,8,27,75,0,-0.333,1.0,-5.667,-2.0,5.0,32.75,82.0,1,1.826,10.046,16,growth,edtech,2999,7,0.93,False,1,1,0.017511904,Low
CUST11033,4,3,11,95,0,-0.667,-1.0,-5.0,-7.667,4.75,18.0,80.0,0,0.957,8.124,11,growth,fintech,2999,4,0.77,False,1,2,0.22806105,Low
CUST11034,4,11,31,114,0,0.333,0.667,4.0,-9.667,4.25,25.5,110.0,0,0.957,7.55,48,pro,logistics,7999,5,0.11,False,2,4,0.0015159834,Low
CUST11035,6,6,13,78,0,0.667,-0.667,-4.667,-14.0,4.0,21.5,103.0,0,1.633,6.191,18,growth,ecommerce,2999,4,0.26,True,1,0,0.3803052,Medium
CUST11036,4,1,23,120,0,-0.333,-1.0,0.333,22.667,4.25,19.0,101.0,0,0.957,6.683,45,starter,ecommerce,999,10,0.72,False,3,0,0.0072170957,Low
CUST11037,5,5,23,101,1,0.0,1.667,-2.333,-9.667,4.75,34.0,95.5,1,0.5,10.165,28,growth,healthtech,2999,7,0.31,False,1,3,0.043488186,Low
CUST11038,3,11,27,113,0,-0.667,0.0,2.667,-2.333,4.0,26.75,112.25,2,1.155,6.551,47,pro,ecommerce,7999,7,0.75,False,2,0,0.0040248763,Low
CUST11039,5,0,25,111,0,-0.667,-0.667,-1.667,5.333,6.0,25.0,94.25,0,1.826,13.928,21,starter,logistics,999,4,0.53,False,3,4,0.010055591,Low
CUST11040,4,0,21,135,0,0.333,-0.333,-4.0,14.0,4.75,28.0,95.5,0,1.5,7.616,48,starter,healthtech,999,9,0.76,False,3,3,0.010432344,Low
CUST11041,4,0,29,68,0,-0.667,0.0,5.667,-10.333,5.0,19.75,80.25,2,0.816,7.182,46,starter,healthtech,999,1,0.66,True,3,3,0.96347004,High
CUST11042,7,13,29,38,0,1.333,-0.333,4.333,-17.0,4.75,23.5,57.5,0,2.63,5.568,14,enterprise,fintech,19999,3,0.16,False,0,2,0.03884829,Low
CUST11043,5,8,28,141,0,-0.333,-0.667,-2.667,-6.333,4.75,30.75,149.5,1,1.258,3.775,30,pro,logistics,7999,3,0.4,False,2,4,0.0025211927,Low
CUST11044,3,13,22,104,0,0.0,0.0,-3.0,7.0,3.25,20.5,94.25,0,2.062,8.103,43,enterprise,healthtech,19999,8,0.56,False,0,3,0.064100765,Low
CUST11045,5,4,24,127,0,-0.333,1.0,3.0,7.0,5.25,23.5,94.75,0,0.957,6.952,52,starter,logistics,999,7,0.62,False,3,4,0.0039420445,Low
CUST11046,3,4,21,77,0,-0.333,-0.333,-1.667,-1.333,4.5,21.25,77.75,0,1.291,3.403,10,growth,healthtech,2999,7,0.8,True,1,3,0.9632925,High
CUST11047,6,11,20,128,0,-0.333,1.667,-2.333,17.667,6.0,18.25,95.75,0,0.816,7.136,15,pro,ecommerce,7999,8,0.22,False,2,0,0.00027550047,Low
CUST11048,4,0,27,145,0,0.0,-0.667,-0.333,2.667,3.75,23.75,131.5,0,1.258,6.551,35,starter,edtech,999,1,0.62,False,3,1,0.005622278,Low
CUST11049,4,6,15,69,0,0.667,-0.333,-0.333,-11.667,4.75,16.25,92.0,0,2.217,3.403,52,pro,saas,7999,5,0.37,True,2,5,0.7552638,High
CUST11050,5,5,17,95,0,-0.667,-0.667,-1.667,6.667,5.25,22.75,83.5,0,1.258,4.272,27,growth,logistics,2999,2,0.4,False,1,4,0.26321787,Low
CUST11051,2,4,13,51,0,-0.333,-1.333,0.667,10.667,3.5,17.0,59.0,1,1.291,5.831,49,pro,logistics,7999,2,0.98,True,2,4,0.99952674,High
CUST11052,10,10,29,87,0,1.333,0.333,3.667,-28.667,5.75,23.5,105.5,0,3.096,8.266,42,pro,healthtech,7999,9,0.25,True,2,3,0.5904898,Medium
CUST11053,4,0,20,51,1,0.333,-1.0,-0.333,-22.333,3.0,16.75,85.75,2,0.816,4.992,10,starter,edtech,999,3,0.18,True,3,1,0.9992755,High
CUST11054,2,0,22,68,0,-0.333,0.0,-3.333,-12.333,3.0,27.75,74.75,1,0.816,8.098,22,starter,logistics,999,9,0.19,True,3,4,0.98847044,High
CUST11055,2,4,30,78,0,-1.333,0.0,10.0,-7.333,4.0,17.0,101.25,0,1.826,13.115,9,starter,healthtech,999,5,0.99,False,3,3,0.8575091,High
CUST11056,5,5,32,44,0,-0.333,-1.0,7.667,-10.0,5.25,22.25,62.75,0,0.5,12.093,22,pro,edtech,7999,3,0.8,False,2,1,0.090664186,Low
CUST11057,3,1,0,75,0,0.0,-0.333,-6.333,-15.667,3.0,12.5,105.25,0,0.816,8.963,10,starter,fintech,999,3,0.36,True,3,2,0.98914135,High
CUST11058,4,5,31,81,0,0.667,1.667,10.333,11.667,3.25,17.75,86.25,1,1.5,12.92,24,growth,edtech,2999,2,0.14,True,1,1,0.95217514,High
CUST11059,5,8,29,86,0,0.333,0.0,7.0,9.333,5.5,25.0,96.75,0,1.732,11.576,34,pro,healthtech,7999,1,0.42,False,2,3,0.0051525296,Low
CUST11060,4,5,18,105,0,0.333,0.333,3.667,5.667,4.25,11.5,71.5,0,0.957,4.796,19,growth,saas,2999,5,0.82,False,1,5,0.63384074,High
CUST11061,2,1,11,73,0,-0.667,-0.333,-0.667,-7.333,3.5,16.25,61.0,1,1.0,5.737,32,starter,edtech,999,8,0.29,True,3,1,0.9998616,High
CUST11062,3,13,32,156,0,-1.333,0.333,-0.667,21.667,5.25,29.0,89.5,0,1.708,6.218,40,enterprise,saas,19999,10,0.71,False,0,5,0.00096474204,Low
CUST11063,3,0,28,63,0,-1.0,-0.667,1.667,-25.333,4.5,23.75,109.25,0,1.291,2.986,7,starter,edtech,999,6,0.25,False,3,1,0.035825264,Low
CUST11064,6,5,40,60,0,0.333,1.667,8.0,-21.333,4.25,19.0,81.5,0,1.5,14.491,23,starter,saas,999,7,0.43,True,3,5,0.8170547,High
CUST11065,4,11,22,134,0,-0.333,1.0,1.0,17.333,4.5,29.0,94.0,2,2.887,11.225,12,pro,healthtech,7999,10,0.93,False,2,3,0.0016852571,Low
CUST11066,3,6,6,46,1,-0.333,-0.333,-3.667,-8.333,4.5,18.0,67.5,3,1.291,9.487,28,pro,saas,7999,1,0.6,True,2,5,0.98976314,High
CUST11067,4,0,10,62,0,0.0,-0.333,-8.333,-3.667,3.25,21.25,76.5,1,0.957,10.436,17,starter,fintech,999,9,0.23,True,3,2,0.9972249,High
CUST11068,4,1,30,94,0,0.0,-2.0,-0.667,-4.0,4.25,30.0,105.5,0,1.258,8.287,30,growth,healthtech,2999,4,0.43,False,1,3,0.008687509,Low
CUST11069,3,11,23,39,0,-0.667,1.667,1.667,-13.333,4.75,19.5,62.25,1,1.258,5.802,16,pro,logistics,7999,9,0.65,True,2,4,0.77840364,High
CUST11070,2,0,8,77,1,-0.333,0.0,-5.0,10.667,3.25,17.5,74.0,1,1.258,7.506,42,starter,healthtech,999,10,0.91,True,3,3,0.9970505,High
CUST11071,7,4,32,106,0,1.333,0.0,1.667,-15.0,5.0,28.25,120.5,0,1.633,2.986,6,starter,saas,999,4,0.89,False,3,5,0.0012937005,Low
CUST11072,4,3,28,123,0,-0.333,-0.667,1.0,15.667,4.5,30.25,108.25,0,0.577,4.573,20,growth,edtech,2999,9,0.49,False,1,1,0.0001222571,Low
CUST11073,5,1,23,96,0,0.333,-1.0,-0.667,-22.667,4.75,23.75,112.5,0,0.957,1.5,11,starter,logistics,999,8,0.78,False,3,4,0.0026077405,Low
CUST11074,4,13,5,52,0,-0.667,-0.333,-4.333,-6.333,4.25,17.0,52.75,0,2.363,9.055,14,enterprise,edtech,19999,4,0.25,True,0,1,0.9772131,High
CUST11075,6,3,40,122,0,0.0,1.0,-0.667,-3.333,5.25,31.25,100.0,0,0.957,11.295,4,starter,healthtech,999,5,0.94,False,3,3,0.003181192,Low
CUST11076,3,0,25,61,1,-0.333,-0.667,2.0,-20.333,4.75,23.0,89.0,1,2.217,2.828,48,starter,healthtech,999,3,0.62,True,3,3,0.91550565,High
CUST11077,5,11,23,68,0,0.333,-0.333,-0.333,-13.333,4.25,24.75,116.0,1,0.957,6.702,28,pro,saas,7999,5,0.94,False,2,5,0.0010539442,Low
CUST11078,4,8,33,85,0,-0.667,1.667,4.333,-7.333,5.0,26.0,95.5,0,1.155,12.987,17,growth,fintech,2999,2,0.42,False,1,2,0.016810171,Low
CUST11079,4,2,24,79,0,-0.333,-0.333,-3.667,-7.0,5.25,26.25,74.25,1,1.258,5.909,29,starter,ecommerce,999,10,0.13,False,3,0,0.15404277,Low
CUST11080,7,3,30,89,1,0.667,-0.333,1.0,-0.667,5.5,21.75,98.25,2,1.291,7.932,20,growth,healthtech,2999,2,0.64,False,1,3,0.103677094,Low
CUST11081,4,4,26,68,0,-0.333,0.333,2.333,-1.667,4.25,20.5,73.75,1,0.957,5.802,4,growth,saas,2999,2,0.36,True,1,5,0.9967694,High
CUST11082,4,4,11,76,1,-1.0,0.333,-5.333,6.333,5.25,25.25,88.75,1,1.5,10.404,34,growth,healthtech,2999,1,0.56,True,1,3,0.96441126,High
